age,salary,experience,education_level,city_tier,purchased
56,61335,8,0,1,1
44,94469,7,0,1,1
44,147365,16,1,2,1
19,137355,8,1,2,1
58,45816,5,2,3,0
30,146350,14,1,3,1
26,35619,12,0,2,0
53,123223,11,1,3,1
39,112479,12,1,2,1
59,46819,6,0,1,0
43,31741,17,1,1,0
29,143297,13,0,1,1
34,142330,10,1,3,1
31,28798,13,0,2,0
31,45143,16,2,1,0
51,69695,1,1,1,0
37,52747,18,2,3,0
28,132870,15,0,3,1
33,119187,9,0,1,1
48,149544,7,2,3,1
23,41182,4,0,3,0
36,142728,6,0,3,1
54,29415,12,0,3,0
21,31085,15,0,2,0
21,35008,4,0,3,0
37,107638,15,0,3,1
27,38452,14,0,2,0
41,142166,8,0,3,1
52,84075,11,2,3,1
43,28120,7,1,1,0
54,84385,12,0,1,1
55,93356,4,2,1,1
38,130205,13,0,2,1
57,38170,15,1,3,0
56,36259,10,0,2,0
38,42099,19,2,2,0
27,29649,11,2,3,0
55,149394,14,1,3,1
21,115791,11,0,1,1
37,79258,8,2,3,1
34,61037,0,1,2,0
24,31805,2,1,1,0
21,135996,11,0,2,1
46,143527,19,2,3,1
31,63147,12,0,1,1
20,94280,5,0,3,1
41,66053,9,0,1,1
54,126777,9,2,1,1
33,117841,15,1,1,1
21,111393,0,0,3,0
41,144726,15,0,1,1
51,148359,3,2,1,1
47,96215,5,0,3,1
35,132909,18,1,2,1
36,115365,1,0,3,0
48,30985,17,1,3,0
36,113823,9,0,1,1
36,32391,3,0,3,0
39,24861,0,0,3,0
41,83582,14,1,3,1
29,71928,9,0,1,1
47,54364,17,0,3,0
55,102399,15,0,1,1
48,117035,12,1,3,1
53,138000,14,0,1,1
36,140844,1,2,1,0
53,113330,19,1,3,1
47,62923,3,2,2,1
50,27919,0,0,3,0
35,75896,6,1,2,1
45,128638,10,1,1,1
28,105818,9,0,2,1
50,67396,0,2,2,0
34,54840,10,1,1,0
23,62255,9,1,2,1
21,91160,13,1,3,1
37,148165,13,1,2,1
44,119242,6,1,1,1
32,28176,10,0,2,0
23,53529,3,1,1,0
31,76406,1,2,1,0
28,32941,6,1,3,0
56,21669,18,0,1,0
26,125432,13,0,2,1
43,105782,18,2,3,1
33,137373,6,1,3,1
22,64859,11,2,2,1
27,75786,2,2,2,0
20,71083,14,2,3,1
30,60076,4,2,1,1
47,40323,7,1,3,0
23,119430,13,0,3,1
34,146177,3,0,3,1
36,26021,6,1,1,0
59,147550,6,2,2,1
52,124741,17,1,2,1
43,59807,13,2,2,0
22,148305,7,2,1,1
46,140061,11,1,1,1
54,70355,9,1,2,1
37,122439,13,2,2,1
38,133415,8,2,2,1
27,64732,5,2,2,1
22,28711,4,2,1,0
53,83079,0,1,2,0
23,27904,0,0,3,0
43,84033,19,0,2,1
21,120587,16,2,1,1
56,106478,10,0,3,1
56,140035,11,0,3,1
52,109787,2,0,3,0
18,75096,5,0,1,1
41,110594,10,0,2,1
53,120781,12,0,1,1
23,23093,10,2,1,0
58,44918,7,2,3,0
48,92743,9,2,3,1
37,82636,1,1,1,0
41,78806,13,0,3,1
42,29394,15,0,1,0
53,144501,16,1,3,1
38,149156,10,0,2,1
47,112510,1,2,2,0
41,113708,4,2,2,1
59,117819,15,1,3,1
47,133145,15,2,3,1
39,124531,1,1,2,0
45,33280,15,2,1,0
24,56303,4,0,1,0
52,47453,7,2,2,0
45,141692,19,1,3,1
31,128886,13,0,1,1
27,80695,9,1,1,1
33,88449,1,0,1,0
33,45765,2,0,3,0
48,22340,17,2,1,0
59,146460,1,2,1,0
42,111715,8,0,2,1
30,113409,1,2,3,0
23,58057,6,2,2,0
26,20597,6,1,1,0
53,77988,13,2,3,1
37,114655,4,0,3,1
35,35025,7,2,2,0
38,27145,17,0,2,0
21,121206,5,0,3,1
50,75797,13,1,3,1
44,61723,17,0,2,1
24,93230,16,0,1,1
23,24830,8,1,3,0
32,43930,12,0,1,0
35,43752,15,1,2,0
49,128138,9,0,3,1
28,96025,9,2,2,1
37,118228,3,1,3,1
41,101304,11,1,3,1
32,82040,7,0,2,1
24,128668,14,1,2,1
38,87696,18,0,1,1
59,131572,14,1,2,1
43,84648,7,1,2,1
31,75030,7,2,1,1
54,76815,18,0,2,1
38,105669,8,2,1,1
35,132789,16,1,1,1
22,55690,7,0,2,0
20,108406,11,2,1,1
40,110032,14,1,1,1
43,77923,3,2,1,1
54,56572,5,1,2,0
41,74030,15,1,2,1
36,87904,4,0,1,1
42,133461,12,0,2,1
38,126397,14,0,3,1
29,122236,16,1,1,1
58,49203,19,2,3,0
50,97088,4,0,2,1
21,25608,18,0,3,0
59,141323,6,0,2,1
24,65667,2,0,2,0
39,75547,12,1,1,1
50,42485,13,2,3,0
34,127596,15,1,1,1
41,29862,12,1,3,0
51,148391,1,1,2,0
45,123835,13,0,2,1
58,95948,19,2,1,1
56,106890,6,1,3,1
39,91880,4,1,3,1
34,77560,13,1,2,1
51,135063,8,0,1,1
23,126191,9,0,2,1
23,103529,6,1,2,1
51,114218,13,0,1,1
18,134462,13,2,3,1
27,48415,1,0,3,0
38,84523,16,1,2,1
22,39323,19,2,3,0
19,73214,3,0,1,1
39,37997,12,1,3,0
19,141266,17,2,3,1
27,77003,2,2,2,0
51,23679,18,2,3,0
33,115025,4,0,1,1
56,60308,0,2,2,0
39,95024,8,0,1,1
29,59842,7,1,3,0
41,85408,2,0,3,0
57,89532,1,0,2,0
55,73938,0,1,1,0
27,25695,11,0,3,0
52,115740,12,0,3,1
49,78499,9,1,2,1
24,43382,16,2,3,0
38,34235,10,1,3,0
37,82223,4,2,3,1
43,22366,8,0,1,0
21,47467,12,1,1,0
39,79316,19,2,1,1
32,132468,10,0,3,1
57,26764,3,0,2,0
38,110896,10,0,2,1
32,133831,8,2,2,1
39,81836,6,2,1,1
45,51923,15,2,1,0
31,143961,4,0,1,1
44,115711,5,2,1,1
58,36292,18,1,3,0
57,144913,0,2,2,0
45,21614,15,2,2,0
43,40939,17,0,1,0
19,132700,12,1,2,1
42,38800,0,1,2,0
20,76440,9,1,1,1
25,43246,6,2,1,0
50,147521,4,0,1,1
59,72805,12,2,1,1
52,141327,15,0,3,1
23,69648,19,1,2,1
56,135192,13,2,3,1
40,76851,10,0,2,1
42,51688,18,2,3,0
36,113498,1,0,1,0
22,49764,7,1,3,0
28,52470,12,2,1,0
29,145088,6,1,1,1
27,58501,11,2,3,0
25,77207,7,2,2,1
41,82157,15,0,3,1
45,23216,17,0,1,0
58,42072,18,0,1,0
53,113778,3,1,2,1
54,144288,11,1,2,1
38,57132,15,2,2,0
25,130573,16,0,1,1
26,140730,3,1,3,1
32,37861,19,2,2,0
57,84186,8,1,1,1
35,132133,4,2,3,1
59,24960,16,0,2,0
37,38781,16,2,3,0
23,126605,1,2,3,0
29,146434,1,0,1,0
19,51126,6,0,1,0
24,127145,3,2,1,1
33,42578,12,1,3,0
20,142258,19,0,2,1
20,126034,10,2,2,1
44,37883,2,0,2,0
57,49782,1,0,1,0
55,76387,15,1,2,1
50,36979,2,0,2,0
45,53746,14,2,1,0
18,86266,16,2,2,1
25,20056,15,0,2,0
54,51457,19,0,2,0
49,22243,6,1,3,0
54,75031,15,1,3,1
21,21701,4,1,1,0
47,76381,1,2,1,0
23,70438,0,1,3,0
36,93839,12,2,1,1
49,100636,15,1,1,1
26,131302,4,2,2,1
29,127697,2,0,1,0
28,86483,14,2,1,1
33,40505,15,0,2,0
18,26553,10,2,2,0
38,53525,18,2,3,0
47,100402,17,0,1,1
30,116008,8,2,2,1
51,64348,7,2,1,1
21,91187,18,1,1,1
45,27273,4,0,3,0
55,84236,16,0,3,1
48,95569,4,1,3,1
44,23535,13,1,3,0
22,38677,6,0,3,0
42,103024,8,0,2,1
20,127157,16,0,3,1
50,20908,2,1,2,0
21,141227,7,1,3,1
42,90153,12,2,2,1
37,128352,15,1,1,1
51,115967,9,2,3,1
43,108989,17,2,2,1
22,55079,2,1,3,0
52,101556,11,1,2,1
45,135477,15,1,2,1
46,131889,17,1,3,1
26,132321,16,0,2,1
55,69323,6,1,1,1
23,65320,18,2,3,1
36,112098,7,2,1,1
28,109909,16,0,2,1
19,66105,6,0,2,1
26,50164,0,1,3,0
38,21885,7,0,1,0
41,77819,18,1,1,1
51,149379,19,1,3,1
39,21049,19,0,1,0
20,73281,9,0,3,1
29,63271,11,2,3,1
45,86697,0,0,2,0
47,86351,3,0,2,1
43,56534,3,0,1,0
38,113034,8,2,3,1
45,78097,14,1,3,1
43,73813,14,2,3,1
50,45037,6,0,3,0
38,56007,11,0,2,0
52,99478,2,0,1,0
51,47278,19,1,2,0
58,28272,8,2,3,0
35,137492,13,2,1,1
28,148913,12,1,1,1
40,77183,11,2,3,1
39,119173,0,1,3,0
34,58294,18,1,2,0
22,93277,15,2,2,1
28,82509,11,2,3,1
47,24694,9,1,3,0
32,115842,1,2,2,0
44,78150,17,1,1,1
52,87470,12,2,1,1
50,41556,5,2,1,0
37,84471,11,2,2,1
33,69855,3,2,3,1
51,69086,0,2,1,0
19,38907,10,0,3,0
52,137327,7,0,2,1
57,91695,1,2,2,0
45,68487,1,2,3,0
56,49158,15,2,3,0
23,40293,0,1,3,0
26,65761,3,0,3,1
37,132117,5,1,1,1
18,119468,19,0,3,1
25,53387,13,0,1,0
40,60750,19,2,2,1
20,88602,14,2,1,1
21,41256,6,1,3,0
42,126942,6,1,1,1
55,120641,17,2,2,1
32,143088,1,2,3,0
38,25594,19,0,2,0
52,22460,14,0,2,0
31,92356,0,2,3,0
53,74698,16,0,1,1
29,148853,19,1,2,1
34,121746,12,0,3,1
56,36191,11,2,2,0
26,104631,14,0,1,1
52,134630,4,2,2,1
30,30529,6,0,2,0
32,52175,7,1,2,0
35,37675,13,1,2,0
50,63158,3,2,1,1
23,66798,13,2,3,1
44,90910,9,2,2,1
40,45976,15,0,1,0
44,83116,10,0,2,1
51,98678,13,0,2,1
55,82821,13,1,2,1
31,137343,1,2,1,0
53,32204,12,0,2,0
25,75665,2,1,2,0
52,27394,17,2,3,0
36,135392,3,1,1,1
47,84814,18,2,3,1
31,53593,15,0,3,0
37,61964,3,1,3,1
42,97188,18,1,3,1
57,135064,14,1,2,1
41,119276,0,2,3,0
31,73365,15,2,1,1
43,129572,14,1,2,1
55,20443,15,2,3,0
40,109439,19,1,3,1
39,119058,0,0,1,0
36,48180,16,1,1,0
20,68791,4,1,3,1
59,106655,4,2,3,1
36,95899,6,2,3,1
26,63665,12,2,3,1
45,123700,11,0,3,1
37,117077,3,0,1,1
24,23465,3,0,1,0
31,88247,5,2,2,1
26,71559,14,1,2,1
36,45198,18,1,1,0
31,74740,5,1,2,1
55,42488,11,2,3,0
53,58515,13,2,2,0
57,136411,17,0,3,1
34,109144,11,2,3,1
47,47898,14,1,2,0
26,21919,18,0,2,0
50,70070,7,0,3,1
42,82613,8,2,1,1
31,116707,4,0,2,1
28,131777,4,0,2,1
52,106135,5,2,1,1
58,102501,2,0,2,0
31,67003,4,1,3,1
47,68478,0,2,1,0
58,34434,10,1,1,0
21,66246,19,1,3,1
21,56649,0,1,3,0
45,79030,6,1,3,1
25,73061,14,0,1,1
19,21999,16,0,3,0
58,34849,7,2,2,0
39,96439,1,2,2,0
58,135088,12,1,3,1
33,133004,11,1,2,1
46,72800,4,2,2,1
47,25445,12,2,1,0
29,120932,5,2,3,1
52,38040,14,2,2,0
28,135308,10,1,3,1
38,84315,3,2,3,1
38,20246,0,0,2,0
22,51153,14,1,2,0
37,25212,11,0,1,0
54,23339,8,2,1,0
20,108678,10,0,1,1
50,76238,4,2,2,1
26,39394,6,0,1,0
26,73871,7,1,3,1
21,120672,0,0,1,0
52,97722,0,1,1,0
34,54607,2,0,1,0
51,72055,7,0,3,1
41,124509,10,1,3,1
49,24395,0,1,2,0
18,147378,13,2,1,1
25,35290,0,1,3,0
40,107687,5,1,3,1
57,85078,5,2,3,1
29,23691,2,1,2,0
29,27470,9,1,2,0
32,23841,11,0,2,0
58,122652,9,2,1,1
36,83197,1,2,3,0
43,75773,12,0,2,1
46,37776,15,2,2,0
39,146630,12,0,3,1
57,91596,3,1,3,1
38,138943,3,2,1,1
55,47584,10,1,1,0
37,133829,13,2,1,1
46,24300,2,1,2,0
21,23338,18,2,2,0
24,82601,0,2,3,0
45,25487,4,1,1,0
45,56282,16,0,3,0
21,115065,0,2,1,0
39,135447,18,0,1,1
29,115798,18,0,1,1
20,145648,3,0,1,1
39,96816,18,0,3,1
19,128611,5,0,3,1
41,48804,14,0,2,0
51,29915,3,2,1,0
44,31158,0,0,3,0
58,94157,16,2,1,1
18,30547,10,2,1,0
25,108713,16,2,2,1
40,131789,0,1,2,0
55,22459,8,0,3,0
23,48768,13,1,3,0
39,83146,14,0,2,1
42,123577,0,1,3,0
35,70870,1,2,3,0
34,127761,17,1,2,1
29,123727,17,2,1,1
23,70460,5,1,1,1
43,102970,19,0,2,1
44,80817,7,0,1,1
25,58247,0,1,1,0
36,35419,14,1,2,0
59,120553,9,0,3,1
18,55577,3,1,2,0
46,22921,9,1,2,0
52,24676,10,0,1,0
57,105961,4,2,2,1
31,120721,8,0,1,1
52,69684,4,0,2,1
37,33463,10,1,3,0
30,148101,2,0,1,0
55,45474,3,0,2,0
25,60935,9,1,1,1
37,145534,6,1,2,1
50,87005,0,2,2,0
43,145800,5,0,2,1
56,78596,7,2,1,1
38,92828,16,2,1,1
59,143649,6,2,3,1
58,110945,0,2,3,0
26,109062,8,0,3,1
41,75152,10,0,3,1
54,109001,18,0,2,1
58,116491,1,2,1,0
34,112321,10,1,2,1
41,106569,2,0,1,0
38,92467,16,2,1,1
56,72576,9,2,2,1
58,86627,2,2,2,0
56,45772,2,2,1,0
30,36363,6,2,3,0
28,48490,1,2,3,0
36,79004,0,0,1,0
28,142537,6,1,2,1
30,73806,19,0,2,1
18,20260,10,0,1,0
57,95992,5,2,2,1
36,42320,3,0,1,0
29,98971,18,1,1,1
25,147780,18,1,1,1
25,62145,13,2,2,1
29,83688,2,1,3,0
50,68581,3,2,1,1
43,112561,7,1,2,1
56,113645,17,1,3,1
45,40754,3,0,1,0
22,89837,10,1,3,1
25,27207,15,2,2,0
42,47920,2,1,3,0
44,107739,6,1,3,1
40,143746,1,0,2,0
47,134780,0,2,1,0
40,107081,0,2,2,0
37,44016,5,2,2,0
35,116634,18,0,1,1
35,80522,6,1,1,1
19,144231,4,2,2,1
21,140896,17,1,1,1
47,94092,12,1,1,1
50,74068,0,1,2,0
53,132099,9,0,2,1
35,40102,8,1,2,0
54,124429,16,0,2,1
36,21924,0,0,3,0
45,105015,0,0,3,0
57,124987,6,2,1,1
37,74333,3,0,3,1
50,104458,11,2,3,1
29,144176,15,0,3,1
32,104196,13,0,1,1
58,66099,9,0,3,1
56,77346,13,0,2,1
19,146372,6,1,2,1
46,95481,3,1,1,1
58,70062,1,0,1,0
27,20306,17,1,1,0
19,108495,15,2,3,1
28,89767,8,1,1,1
30,124332,4,1,1,1
27,32207,8,1,1,0
31,59426,7,0,2,0
35,26336,19,2,1,0
26,132200,15,0,2,1
56,95166,19,2,2,1
45,37256,17,0,1,0
20,119445,3,1,1,1
37,69817,15,2,3,1
23,126704,3,1,1,1
44,53719,5,2,1,0
19,62017,2,2,1,0
46,65704,17,0,1,1
55,50013,14,0,1,0
20,99991,7,1,1,1
33,90258,17,1,3,1
47,98348,2,2,3,0
57,115812,5,2,1,1
19,56776,14,0,3,0
34,30060,11,0,2,0
58,98592,4,0,3,1
29,26655,6,0,2,0
52,108110,14,0,1,1
18,69923,6,2,2,1
32,98563,12,2,1,1
43,24030,2,1,3,0
54,109779,12,2,2,1
38,53289,2,0,2,0
48,39739,1,2,2,0
42,119704,3,2,1,1
40,149157,16,2,1,1
41,130234,5,1,3,1
55,81687,10,1,3,1
45,56491,5,2,1,0
38,115549,1,2,3,0
35,92115,16,0,2,1
53,137935,2,1,2,0
52,103778,11,0,2,1
26,24781,13,0,3,0
55,40448,1,2,2,0
47,131177,4,2,2,1
51,71550,9,2,1,1
49,69294,9,0,1,1
20,41446,8,0,3,0
20,96579,12,0,1,1
45,105389,9,2,3,1
32,134679,5,2,3,1
58,105615,10,2,1,1
40,37101,3,0,1,0
57,86178,13,0,3,1
28,48016,16,1,3,0
49,38932,19,2,3,0
53,64653,1,0,2,0
50,110481,9,1,2,1
41,72802,2,0,1,0
56,27549,6,0,2,0
51,98933,6,2,2,1
45,45362,0,1,3,0
54,67842,7,0,2,1
24,66539,0,1,1,0
21,53717,7,1,2,0
54,74596,13,2,2,1
18,135209,13,1,2,1
18,43016,1,2,1,0
37,75200,7,2,1,1
36,100268,18,2,3,1
46,80287,9,1,2,1
27,135042,6,0,3,1
35,147922,12,2,3,1
45,112447,14,0,1,1
52,103402,10,1,3,1
48,62607,13,0,2,1
44,47621,10,0,3,0
28,32823,1,2,1,0
55,49986,1,2,1,0
22,141682,11,2,1,1
25,84325,14,1,2,1
51,136903,16,0,3,1
29,147925,13,1,2,1
55,139404,15,1,1,1
18,77771,7,1,2,1
48,74973,16,1,1,1
21,137225,4,2,2,1
22,34690,11,0,2,0
47,59107,5,2,3,0
41,77888,17,2,3,1
20,30956,4,1,1,0
28,106839,5,2,3,1
21,76227,8,0,3,1
43,56533,14,1,2,0
44,115210,9,2,1,1
44,143538,16,1,2,1
59,76234,18,0,2,1
23,121131,11,1,3,1
32,87594,8,2,3,1
47,76901,14,2,1,1
59,31519,13,0,3,0
54,51115,0,0,2,0
54,86266,16,1,3,1
59,21832,0,2,1,0
54,61368,12,0,1,1
52,108425,7,0,2,1
40,133922,12,2,2,1
23,125474,15,0,3,1
21,89715,1,0,1,0
35,91835,12,2,2,1
26,93366,17,0,3,1
46,129743,2,2,3,0
30,57570,12,2,3,0
34,107977,18,1,2,1
49,26615,12,2,2,0
39,92298,18,0,3,1
21,58311,3,1,3,0
22,110245,18,1,2,1
54,123187,17,0,1,1
58,43434,5,1,3,0
30,106879,18,0,1,1
51,35739,3,1,1,0
39,86202,3,0,2,1
40,118580,6,2,2,1
20,113419,6,2,1,1
59,99599,15,1,2,1
51,53649,15,1,1,0
49,120364,4,2,1,1
38,67445,14,0,2,1
38,136770,3,1,2,1
28,59470,12,2,3,0
56,94965,18,1,2,1
21,145332,6,2,3,1
18,68621,11,2,2,1
45,149681,8,2,2,1
41,52926,16,0,2,0
52,149979,1,1,2,0
30,134300,15,0,1,1
51,57997,6,0,2,0
28,79940,17,2,1,1
53,60724,6,0,2,1
34,117805,0,1,2,0
52,51704,2,1,1,0
35,142202,10,2,2,1
57,48391,14,2,3,0
39,83291,2,1,3,0
41,109723,12,1,2,1
36,130870,3,2,3,1
54,22526,7,0,3,0
56,44686,3,1,3,0
38,93339,17,2,3,1
25,118204,6,2,1,1
45,26574,10,1,1,0
22,28733,3,2,1,0
34,70290,12,1,3,1
54,92793,8,2,3,1
53,56051,8,2,1,0
36,35909,18,0,3,0
44,109682,2,2,1,0
51,97338,11,1,1,1
28,93432,10,1,1,1
29,147335,19,0,3,1
38,48133,10,1,1,0
28,71571,16,2,2,1
56,99062,13,0,1,1
45,70908,15,1,1,1
22,31278,9,2,2,0
34,131546,3,0,3,1
37,71458,9,2,1,1
58,84265,19,1,2,1
29,76782,11,1,3,1
23,75415,8,1,2,1
34,111087,14,1,1,1
36,74160,8,0,2,1
43,74399,6,1,3,1
49,45298,11,0,1,0
23,120874,19,0,2,1
53,42191,13,2,3,0
55,76964,15,1,3,1
28,53092,18,2,1,0
50,109407,2,2,1,0
41,95257,10,2,1,1
40,123949,19,2,1,1
32,82513,18,2,2,1
44,71097,7,1,3,1
28,50279,19,2,1,0
34,34404,7,0,1,0
31,90022,2,0,1,0
44,55198,9,1,2,0
35,114223,12,0,3,1
45,138198,8,2,3,1
21,69997,5,0,1,1
24,98692,14,2,3,1
52,20567,15,1,2,0
26,81032,4,0,3,1
25,22179,12,0,1,0
34,22019,18,0,3,0
34,101455,1,1,2,0
50,105239,5,1,2,1
49,38704,0,0,3,0
25,38030,14,1,3,0
36,146883,14,2,1,1
55,89445,13,1,1,1
20,93551,6,0,1,1
22,23420,4,2,3,0
30,79875,19,0,2,1
48,67653,15,0,2,1
33,36740,16,0,3,0
49,85263,10,1,2,1
39,125789,14,0,2,1
46,115864,19,2,3,1
39,84559,15,2,2,1
20,39465,2,2,3,0
27,71432,5,0,1,1
59,24131,12,2,2,0
38,30652,0,2,3,0
33,84973,13,2,2,1
29,107043,1,2,2,0
19,67147,1,1,1,0
58,67671,14,0,3,1
41,134217,17,0,1,1
52,109342,8,2,2,1
47,39171,2,0,2,0
47,106129,3,2,2,1
52,148748,14,2,3,1
36,75692,4,2,1,1
25,78541,19,0,3,1
43,29470,19,1,2,0
57,135153,4,0,1,1
24,81344,9,0,2,1
47,64308,15,1,1,1
24,70639,11,0,3,1
20,41326,13,1,3,0
18,24597,10,2,3,0
53,122840,18,1,3,1
42,50788,5,2,3,0
54,85020,9,1,1,1
18,69477,19,2,1,1
32,128261,2,0,2,0
54,122466,14,1,1,1
30,53071,10,0,2,0
57,90603,1,2,3,0
25,81923,5,1,1,1
22,90560,16,1,1,1
26,93251,17,1,3,1
18,144320,3,0,3,1
53,77492,8,2,3,1
52,51770,9,0,2,0
19,96762,1,1,2,0
57,55399,10,2,1,0
40,141079,10,2,3,1
26,98948,10,0,1,1
51,133341,0,0,3,0
31,77439,13,1,3,1
21,64415,0,1,3,0
47,32569,8,1,3,0
48,22369,0,1,3,0
55,129963,3,2,2,1
28,117557,0,1,1,0
52,20528,18,1,3,0
25,128806,9,1,2,1
20,50314,14,0,2,0
31,122979,19,0,3,1
30,38047,3,0,3,0
49,39748,19,1,2,0
51,55109,13,2,3,0
36,33919,4,1,2,0
55,67498,14,0,3,1
33,75808,14,0,2,1
19,100792,15,1,3,1
57,90441,15,2,2,1
34,133843,3,2,1,1
51,133559,8,2,3,1
59,94420,0,0,3,0
33,48906,4,0,2,0
55,127447,8,2,3,1
19,91486,19,1,1,1
19,86896,4,2,1,1
43,123431,3,1,2,1
30,41946,15,0,2,0
48,67020,1,0,3,0
51,94266,15,0,2,1
56,143699,17,2,1,1
20,42161,1,2,1,0
25,47738,15,0,3,0
40,23925,0,0,1,0
31,28463,15,0,2,0
44,77153,2,2,3,0
46,102948,14,2,3,1
56,81009,10,0,3,1
56,107938,9,2,2,1
18,119546,16,2,3,1
34,111253,3,2,3,1
58,61552,16,2,1,1
47,76271,3,0,1,1
30,29797,18,0,3,0
38,106130,0,2,2,0
36,91942,13,0,2,1
36,138065,10,0,2,1
42,33965,6,0,2,0
39,33733,16,1,1,0
48,73223,3,0,2,1
34,147182,9,0,2,1
40,146574,16,2,3,1
49,46926,3,2,2,0
27,48783,18,1,2,0
27,103360,17,1,2,1
53,56394,16,0,2,0
25,128378,5,0,1,1
37,84796,6,2,3,1
49,48287,5,0,1,0
31,102104,11,0,3,1
45,50436,8,0,3,0
41,106916,17,0,3,1
32,110332,1,0,3,0
39,93567,16,0,1,1
47,107483,0,0,3,0
21,23188,8,0,2,0
30,111205,5,2,2,1
40,121249,1,1,3,0
25,117349,5,0,2,1
35,26765,8,2,2,0
29,71626,2,0,3,0
48,108707,15,0,3,1
31,30807,14,1,3,0
51,30204,11,2,1,0
35,112602,7,0,3,1
51,77944,5,1,3,1
28,62120,2,1,1,0
58,122903,3,0,2,1
29,42658,9,0,1,0
32,57081,13,2,2,0
48,145615,14,2,1,1
46,54986,6,0,3,0
43,99322,6,0,1,1
35,114819,7,1,3,1
49,70304,9,2,2,1
39,85592,18,0,3,1
55,78548,18,0,1,1
34,130837,1,2,1,0
40,118447,14,0,2,1
41,59986,0,1,3,0
25,94095,9,1,2,1
58,111594,5,0,3,1
23,108281,12,2,3,1
22,86151,9,1,2,1
46,93598,11,2,2,1
45,48214,5,2,3,0
28,129824,5,2,2,1
18,58745,0,1,3,0
36,129723,11,1,2,1
26,62548,9,0,2,1
44,30681,13,2,2,0
51,26984,14,1,1,0
21,47579,3,1,2,0
53,110810,0,0,1,0
35,123275,7,1,3,1
32,74933,2,1,3,0
30,47399,13,1,2,0
36,51481,16,0,1,0
23,20944,1,0,3,0
29,113993,14,2,1,1
54,29114,5,1,1,0
34,59846,4,0,3,0
40,103666,13,0,1,1
43,97848,18,0,1,1
46,145733,8,2,3,1
50,52596,7,2,2,0
44,124087,2,2,2,0
42,95287,17,2,1,1
27,26907,7,2,2,0
40,143963,15,1,3,1
38,48114,14,1,3,0
38,45009,14,0,3,0
30,104846,15,2,1,1
54,70241,0,2,3,0
50,55725,9,0,1,0
41,38996,18,1,1,0
28,26047,4,2,3,0
34,124553,17,2,3,1
21,48767,2,2,1,0
42,36347,3,1,3,0
47,122063,3,1,2,1
26,44102,10,2,1,0
38,24263,8,2,1,0
37,128585,0,0,3,0
36,87438,15,0,3,1
36,116359,8,1,1,1
29,50540,10,0,1,0
54,120871,5,2,1,1
59,95726,16,1,3,1
34,83769,11,0,1,1
54,60843,7,1,2,1
56,47690,15,2,2,0
45,22994,4,0,3,0
58,123533,0,0,1,0
52,87546,16,0,1,1
35,27377,7,2,2,0
31,98572,9,1,1,1
52,46467,17,0,3,0
58,135518,14,1,3,1
24,20048,19,1,3,0
58,56978,12,1,1,0
30,135866,9,2,1,1
35,140456,8,2,2,1
54,67606,12,0,2,1
30,101574,2,0,3,0
53,118112,2,1,1,0
48,93414,0,1,1,0
19,113145,1,1,3,0
33,69222,10,2,3,1
26,68115,13,2,2,1
26,109606,9,0,2,1
55,60647,6,1,3,1
28,74607,0,1,1,0
39,77410,6,2,2,1
50,41996,14,0,3,0
53,74921,10,1,1,1
40,103697,5,1,3,1
51,66022,6,0,1,1
26,60148,6,1,2,1
41,87764,0,2,1,0
25,111901,9,0,1,1
24,110724,14,1,3,1
53,144766,7,1,1,1
35,128118,18,2,2,1
20,28888,2,2,3,0
45,108666,14,2,3,1
23,59159,3,1,3,0
38,62197,5,1,3,1
45,104326,9,1,3,1
57,110360,17,0,3,1
18,118941,15,2,3,1
53,44474,17,0,2,0
38,37333,5,2,2,0
52,128400,18,1,3,1
30,56355,16,0,1,0
27,119415,17,0,3,1
27,149686,12,2,3,1
30,93903,6,0,3,1
54,86258,19,0,1,1
55,51145,11,1,2,0
41,138530,1,2,1,0
19,138362,11,0,1,1
39,123170,11,1,1,1
34,95675,3,0,1,1
53,69854,3,1,3,1
31,87664,17,0,2,1
27,127422,15,1,1,1
52,106153,13,1,2,1
42,113616,16,2,3,1
20,55285,16,1,3,0
55,145277,2,0,2,0
34,37533,5,1,3,0
29,52624,12,1,2,0
41,66996,8,0,1,1
46,66947,8,0,3,1
42,47956,7,1,3,0
53,71030,16,0,2,1
43,78597,15,1,3,1
55,62443,15,1,1,1
18,148344,18,1,3,1
37,118613,15,0,3,1
45,85464,13,2,3,1
33,148019,19,2,2,1
34,23952,13,1,1,0
57,76880,13,1,1,1
45,72201,13,0,3,1
29,140454,11,2,3,1
44,144444,5,2,2,1
59,132175,19,2,1,1
47,62460,12,0,3,1
58,42796,15,0,1,0
51,51746,8,0,3,0
54,106785,1,1,3,0
23,20015,2,0,2,0
24,69757,9,1,1,1
49,45957,19,1,1,0
49,101541,1,1,3,0
42,41292,9,1,3,0
50,142694,7,0,2,1
24,51876,16,0,3,0
29,80727,0,2,1,0
33,67046,5,2,2,1
33,34817,6,1,1,0
53,111006,14,2,2,1
30,29759,17,2,1,0
24,68432,8,2,3,1
53,26412,7,1,1,0
26,77757,9,2,1,1
49,40504,3,0,2,0
28,128500,19,1,1,1
25,28507,7,0,3,0
50,41050,0,1,2,0
40,24820,7,0,2,0
42,27835,11,2,1,0
25,113167,14,1,2,1
39,120153,12,0,3,1
21,33587,15,1,1,0
57,120257,17,0,3,1
20,77732,0,2,1,0
